1	0.254899
2	0.254711
3	0.254555
4	0.254428
5	0.254190
6	0.253663
7	0.252762
8	0.251568
9	0.250327
10	0.249356
11	0.248918
12	0.249106
13	0.249813
14	0.250789
15	0.251749
16	0.252471
17	0.252854
18	0.252917
19	0.252743
20	0.252419
21	0.251972
22	0.251358
23	0.250489
24	0.249290
25	0.247749
26	0.245939
27	0.243989
28	0.242028
29	0.240115
30	0.238192
31	0.236086
32	0.233556
33	0.230356
34	0.226301
35	0.221304
36	0.215388
37	0.208665
38	0.201305
39	0.193517
40	0.185536
41	0.177630
42	0.170080
43	0.163137
44	0.156977
45	0.151664
46	0.147157
47	0.143339
48	0.140066
49	0.137203
50	0.134654
51	0.132366
52	0.130327
53	0.128542
54	0.127019
55	0.125746
56	0.124685
57	0.123780
58	0.122972
59	0.122208
60	0.121457
61	0.120706
62	0.119957
63	0.119220
64	0.118501
65	0.117802
66	0.117118
67	0.116438
68	0.115750
69	0.115045
70	0.114316
71	0.113563
72	0.112792
73	0.112012
74	0.111237
75	0.110480
76	0.109755
77	0.109072
78	0.108439
79	0.107862
80	0.107342
81	0.106880
82	0.106474
83	0.106123
84	0.105823
85	0.105573
86	0.105369
87	0.105210
88	0.105092
89	0.105009
90	0.104956
91	0.104925
92	0.104907
93	0.104893
94	0.104874
95	0.104840
96	0.104784
97	0.104700
98	0.104587
99	0.104442
100	0.104266
101	0.104064
102	0.103840
103	0.103599
104	0.103348
105	0.103094
106	0.102843
107	0.102599
108	0.102367
109	0.102149
110	0.101947
111	0.101761
112	0.101591
113	0.101437
114	0.101297
115	0.101169
116	0.101052
117	0.100943
118	0.100840
119	0.100743
120	0.100648
121	0.100555
122	0.100462
123	0.100368
124	0.100271
125	0.100171
126	0.100066
127	0.099958
128	0.099844
129	0.099725
130	0.099601
131	0.099472
132	0.099337
133	0.099198
134	0.099055
135	0.098909
136	0.098760
137	0.098609
138	0.098457
139	0.098305
140	0.098153
141	0.098003
142	0.097854
143	0.097708
144	0.097565
145	0.097425
146	0.097288
147	0.097154
148	0.097024
149	0.096896
150	0.096771
151	0.096648
152	0.096528
153	0.096409
154	0.096292
155	0.096176
156	0.096061
157	0.095947
158	0.095833
159	0.095719
160	0.095606
161	0.095493
162	0.095380
163	0.095266
164	0.095152
165	0.095038
166	0.094924
167	0.094809
168	0.094695
169	0.094580
170	0.094465
171	0.094350
172	0.094236
173	0.094122
174	0.094009
175	0.093896
176	0.093785
177	0.093675
178	0.093567
179	0.093460
180	0.093354
181	0.093250
182	0.093147
183	0.093046
184	0.092946
185	0.092848
186	0.092751
187	0.092656
188	0.092563
189	0.092471
190	0.092380
191	0.092291
192	0.092202
193	0.092116
194	0.092030
195	0.091945
196	0.091862
197	0.091779
198	0.091697
199	0.091616
200	0.091536
201	0.091456
202	0.091378
203	0.091300
204	0.091222
205	0.091146
206	0.091070
207	0.090995
208	0.090921
209	0.090847
210	0.090774
211	0.090701
212	0.090629
213	0.090558
214	0.090487
215	0.090417
216	0.090347
217	0.090278
218	0.090210
219	0.090142
220	0.090075
221	0.090009
222	0.089944
223	0.089879
224	0.089815
225	0.089751
226	0.089689
227	0.089626
228	0.089565
229	0.089504
230	0.089444
231	0.089384
232	0.089324
233	0.089265
234	0.089207
235	0.089148
236	0.089091
237	0.089033
238	0.088976
239	0.088920
240	0.088863
241	0.088808
242	0.088752
243	0.088698
244	0.088643
245	0.088589
246	0.088535
247	0.088482
248	0.088429
249	0.088377
250	0.088324
251	0.088273
252	0.088221
253	0.088170
254	0.088119
255	0.088069
256	0.088019
257	0.087969
258	0.087920
259	0.087871
260	0.087823
261	0.087775
262	0.087727
263	0.087680
264	0.087633
265	0.087586
266	0.087540
267	0.087494
268	0.087449
269	0.087404
270	0.087359
271	0.087314
272	0.087269
273	0.087225
274	0.087182
275	0.087138
276	0.087095
277	0.087052
278	0.087009
279	0.086967
280	0.086925
281	0.086884
282	0.086842
283	0.086801
284	0.086761
285	0.086720
286	0.086680
287	0.086640
288	0.086601
289	0.086561
290	0.086522
291	0.086483
292	0.086445
293	0.086407
294	0.086369
295	0.086331
296	0.086293
297	0.086256
298	0.086219
299	0.086182
300	0.086146
301	0.086110
302	0.086074
303	0.086038
304	0.086002
305	0.085967
306	0.085932
307	0.085897
308	0.085862
309	0.085827
310	0.085793
311	0.085759
312	0.085725
313	0.085691
314	0.085657
315	0.085624
316	0.085591
317	0.085558
318	0.085525
319	0.085493
320	0.085460
321	0.085428
322	0.085396
323	0.085365
324	0.085333
325	0.085302
326	0.085270
327	0.085239
328	0.085209
329	0.085178
330	0.085147
331	0.085117
332	0.085087
333	0.085057
334	0.085027
335	0.084997
336	0.084968
337	0.084939
338	0.084910
339	0.084881
340	0.084852
341	0.084823
342	0.084794
343	0.084766
344	0.084738
345	0.084710
346	0.084682
347	0.084654
348	0.084626
349	0.084599
350	0.084571
351	0.084544
352	0.084517
353	0.084490
354	0.084463
355	0.084437
356	0.084410
357	0.084384
358	0.084358
359	0.084331
360	0.084306
361	0.084280
362	0.084254
363	0.084228
364	0.084203
365	0.084178
366	0.084153
367	0.084127
368	0.084102
369	0.084078
370	0.084053
371	0.084028
372	0.084004
373	0.083980
374	0.083955
375	0.083931
376	0.083907
377	0.083883
378	0.083859
379	0.083836
380	0.083812
381	0.083789
382	0.083766
383	0.083742
